# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/work/07368/sbes29/ls6/db/Amil.coding.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.txt" "-T" "64" "--primary" "o0.bam" "o10.bam" "o1.bam" "o2.bam" "o3.bam" "o4.bam" "o6.bam" "o7.bam" "o8.bam" "o9.bam" "oM1.bam" "w22.bam" "w23.bam" "w24.bam" "w25.bam" "w26.bam" "w27.bam" "w28.bam" "w30.bam" "w31.bam" 
Geneid	Chr	Start	End	Strand	Length	o0.bam	o10.bam	o1.bam	o2.bam	o3.bam	o4.bam	o6.bam	o7.bam	o8.bam	o9.bam	oM1.bam	w22.bam	w23.bam	w24.bam	w25.bam	w26.bam	w27.bam	w28.bam	w30.bam	w31.bam
Amillepora13343	chr12	5052033	5057445	-	5413	1	2	2	1	0	0	3	3	1	0	1	2	1	2	1	2	2	1	2	16
Amillepora13342	chr12	5035471	5035812	-	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13344	chr12	5071584	5081190	-	9607	12	17	56	73	19	12	74	12	5	21	9	36	16	11	7	36	14	18	16	15
Amillepora13351	chr12	5140804	5154429	+	13626	297	333	399	412	271	186	468	159	103	349	261	542	163	239	36	286	121	174	197	255
Amillepora13349	chr12	5107238	5108473	+	1236	0	1	1	0	0	1	1	0	0	0	0	2	0	0	0	3	0	0	0	0
Amillepora13352	chr12	5173833	5180287	+	6455	55	20	64	73	39	28	89	23	6	65	52	71	31	18	7	94	11	49	23	34
Amillepora13348	chr12	5103773	5106165	-	2393	0	2	3	1	1	1	0	2	1	0	0	0	1	0	0	1	2	0	0	0
Amillepora13346	chr12	5094136	5102556	-	8421	12	10	49	111	9	10	30	21	6	16	10	22	20	6	12	34	7	13	14	14
Amillepora13353	chr12	5206053	5207228	+	1176	1	2	5	3	1	0	3	1	2	8	1	7	1	1	2	3	0	4	0	0
Amillepora13354	chr12	5222553	5225722	+	3170	47	90	152	82	55	46	14	41	9	72	41	41	20	22	14	64	39	54	49	30
Amillepora13358	chr12	5274656	5276423	+	1768	81	51	42	59	19	24	21	28	42	37	16	90	35	34	12	53	10	31	25	36
Amillepora13355	chr12	5246848	5269864	+	23017	30	45	44	31	29	13	22	31	18	27	33	40	25	21	18	32	17	28	24	23
Amillepora13357	chr12	5271383	5273354	-	1972	284	285	161	343	75	146	140	161	111	216	210	403	147	281	61	269	59	316	115	442
Amillepora13359	chr12	5283242	5285174	-	1933	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0
Amillepora13362	chr12	5335710	5337149	+	1440	2	2	3	1	2	0	0	3	1	2	2	0	0	1	0	1	1	0	1	0
Amillepora13360	chr12	5289382	5295550	+	6169	865	2006	1090	950	300	350	514	945	245	731	728	591	392	391	138	980	400	1100	669	1204
Amillepora13363	chr12	5347965	5351317	+	3353	126	110	126	127	66	75	84	82	38	109	113	93	42	70	16	59	43	77	58	72
Amillepora13364	chr12	5353574	5355200	+	1627	80	67	48	68	38	14	31	50	30	53	40	31	22	36	7	37	33	40	30	28
Amillepora13361	chr12	5301571	5302379	-	809	2	2	2	2	1	1	1	1	1	2	0	1	0	0	0	1	0	0	0	0
Amillepora13365	chr12	5378799	5384833	-	6035	116	169	138	145	73	58	84	95	47	101	65	125	46	87	24	78	36	55	52	57
Amillepora13372	chr12	5466799	5475934	+	9136	59	83	80	71	48	20	42	52	32	60	42	50	24	41	16	35	37	50	58	47
Amillepora13371	chr12	5437494	5458041	+	20548	408	306	488	464	206	114	209	231	150	265	284	422	166	218	99	361	192	264	190	124
Amillepora13367	chr12	5386061	5391509	+	5449	11	29	24	17	14	4	10	11	6	19	10	19	4	12	2	12	12	12	7	9
Amillepora13369	chr12	5425429	5437286	-	11858	174	155	209	204	86	76	120	120	69	140	102	212	92	103	34	126	59	128	87	83
Amillepora13368	chr12	5392374	5406451	-	14078	357	249	261	220	266	113	178	251	72	186	110	403	108	200	85	161	122	191	130	94
Amillepora13373	chr12	5481774	5489548	+	7775	69	74	60	64	31	20	50	66	31	38	33	31	22	28	23	52	40	60	36	19
Amillepora13441	chr12	5556390	5560647	-	4258	2	2	1	1	3	1	3	0	1	0	1	4	0	0	0	0	0	3	1	2
Amillepora13374	chr12	5515667	5523416	-	7750	54	41	35	41	41	15	31	54	19	27	21	29	15	35	5	29	24	22	20	18
Amillepora13375	chr12	5535326	5538347	-	3022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora13447	chr12	5627212	5635565	+	8354	148	153	155	158	112	110	122	96	50	100	104	240	79	89	22	108	60	83	70	68
Amillepora13449	chr12	5642812	5651418	+	8607	12	12	7	20	2	2	6	7	3	5	9	8	1	5	1	8	5	12	2	5
Amillepora13445	chr12	5579804	5607134	+	27331	114	135	111	150	56	25	115	61	37	64	60	68	26	83	32	125	59	71	62	53
Amillepora13446	chr12	5613316	5622948	+	9633	652	549	922	927	344	195	482	368	331	344	454	702	332	430	160	682	335	392	312	281
Amillepora13451	chr12	5655398	5668005	+	12608	145	141	195	89	85	63	68	141	51	111	105	130	62	108	26	83	70	116	76	79
Amillepora13448	chr12	5635328	5638401	-	3074	7	7	7	17	3	17	5	5	12	4	6	14	7	6	5	5	3	5	4	4
Amillepora13452	chr12	5686182	5686848	-	667	169	163	124	135	19	52	36	66	50	106	68	95	35	37	25	43	21	113	5	64
Amillepora13455	chr12	5718865	5722815	+	3951	3	6	7	7	1	1	5	3	3	6	4	7	0	3	5	1	2	2	5	1
Amillepora13457	chr12	5755975	5760443	+	4469	3	11	3	6	7	6	13	3	3	6	9	9	1	4	0	4	5	8	6	1
Amillepora13456	chr12	5743953	5747561	-	3609	5	2	9	12	2	0	4	2	0	0	3	6	2	1	0	0	1	5	1	1
Amillepora13453	chr12	5691599	5708886	-	17288	221	236	212	232	174	84	168	160	70	185	153	218	110	159	44	171	84	150	119	100
Amillepora13458	chr12	5765523	5769356	-	3834	3	3	7	6	2	2	6	15	2	2	5	16	5	1	6	2	3	8	3	1
Amillepora13462	chr12	5800823	5805188	+	4366	31	11	5	11	7	7	16	22	0	28	21	22	4	6	4	18	18	6	14	14
Amillepora13464	chr12	5812826	5826026	+	13201	42	45	40	66	19	46	24	23	15	27	43	45	21	31	13	32	33	25	30	17
Amillepora13459	chr12	5782327	5786074	+	3748	9	5	8	17	11	5	11	9	8	19	7	14	1	6	0	13	4	5	7	3
Amillepora13461	chr12	5794247	5798239	-	3993	0	0	1	2	0	0	0	0	4	0	0	1	0	2	0	1	1	0	0	1
Amillepora13463	chr12	5809603	5813199	-	3597	15	5	18	8	2	4	10	0	2	3	20	7	3	1	0	4	11	4	10	3
Amillepora13460	chr12	5788738	5794073	-	5336	16	8	29	25	4	1	9	10	3	7	22	19	0	3	4	13	6	7	5	9
Amillepora13466	chr12	5832006	5835614	-	3609	1	3	12	7	0	0	1	1	1	0	1	4	0	0	1	1	0	2	2	1
Amillepora13468	chr12	5851270	5853693	-	2424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13469	chr12	5854052	5855511	-	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13467	chr12	5850922	5851256	-	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13474	chr12	5908591	5910486	+	1896	32	9	69	32	20	21	45	46	6	23	34	16	17	10	3	18	4	25	11	10
Amillepora13473	chr12	5904622	5907599	+	2978	187	298	489	307	224	188	278	282	90	255	213	194	144	137	49	137	146	193	119	120
Amillepora13475	chr12	5911762	5915254	+	3493	22	23	17	35	16	11	29	14	6	9	14	15	21	11	4	14	10	21	12	5
Amillepora13471	chr12	5892214	5896984	+	4771	25	35	55	37	23	15	26	34	18	18	24	30	20	24	17	51	32	25	24	12
Amillepora13479	chr12	5928436	5936984	+	8549	34	24	39	20	23	7	21	12	12	21	21	23	6	18	2	17	15	25	12	12
Amillepora13478	chr12	5925509	5927440	+	1932	5	0	3	6	1	2	1	4	0	2	0	0	0	1	0	1	1	1	1	1
Amillepora13477	chr12	5921528	5922372	-	845	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Amillepora13483	chr12	5960221	5976121	-	15901	741	895	1089	984	466	334	645	635	278	585	463	792	292	454	241	745	366	523	455	340
Amillepora13482	chr12	5950008	5957780	-	7773	860	961	773	743	437	443	678	774	354	640	569	767	372	641	357	767	493	783	560	581
Amillepora13481	chr12	5938838	5948507	-	9670	101	87	100	124	82	30	66	76	30	57	52	101	62	41	14	66	40	74	66	26
Amillepora13470	chr12	5887218	5891750	-	4533	327	368	427	262	135	193	212	273	168	301	203	341	115	193	65	259	172	202	165	158
Amillepora13476	chr12	5915084	5921029	-	5946	15	5	11	20	6	4	14	9	2	9	2	4	5	8	3	4	3	4	0	4
Amillepora13472	chr12	5897643	5901445	-	3803	31	32	40	54	23	19	23	37	15	26	22	46	16	34	6	37	22	27	23	18
Amillepora13484	chr12	5989173	5993877	+	4705	4	6	8	4	4	3	2	3	7	4	3	1	3	1	1	4	4	2	9	3
Amillepora13485	chr12	5993860	6010161	-	16302	158	167	177	124	90	51	80	135	38	130	100	87	35	89	23	112	73	93	75	86
Amillepora13486	chr12	6010534	6094722	+	84189	1075	949	1450	1668	542	388	649	856	201	941	537	1222	321	811	432	1075	433	885	749	640
Amillepora13489	chr12	6099585	6108074	+	8490	3	99	119	339	56	6	82	37	17	26	45	89	4	45	27	30	28	13	64	21
Amillepora13488	chr12	6095246	6095647	-	402	25	13	28	24	23	10	6	11	7	26	10	5	8	4	4	17	18	14	13	2
Amillepora13493	chr12	6180681	6222200	+	41520	25	31	32	38	28	10	20	31	12	14	27	43	9	19	9	18	15	16	33	14
Amillepora13491	chr12	6158097	6180328	+	22232	19	28	16	50	18	3	11	18	5	17	14	24	3	21	12	13	9	14	22	16
Amillepora13490	chr12	6132200	6156537	+	24338	1535	386	490	1849	364	164	295	336	199	408	308	1231	188	387	162	411	214	745	321	197
Amillepora13494	chr12	6222544	6228879	-	6336	32	55	50	75	12	12	46	62	35	56	42	46	20	36	15	47	39	31	21	27
Amillepora13498	chr12	6324449	6328116	+	3668	31	2	34	50	45	1	28	21	5	18	17	19	29	33	11	27	29	38	9	22
Amillepora13502	chr12	6353418	6361892	+	8475	260	178	221	149	135	142	188	208	87	202	138	216	88	137	44	160	107	120	145	96
Amillepora13500	chr12	6337399	6346345	+	8947	199	179	208	193	126	83	155	157	75	135	115	189	93	94	56	138	96	107	113	78
Amillepora13497	chr12	6253853	6316838	+	62986	13	169	120	207	67	22	63	84	45	118	60	150	32	109	72	65	95	58	106	30
Amillepora13496	chr12	6238346	6249890	+	11545	36	406	209	644	333	62	322	365	72	289	198	627	143	433	214	246	163	219	296	171
Amillepora13501	chr12	6347393	6348124	-	732	241	314	250	162	80	123	119	88	66	309	234	101	93	105	73	127	50	105	111	103
Amillepora13499	chr12	6329541	6336834	-	7294	67	61	64	40	36	22	23	41	20	38	36	29	27	32	14	25	19	31	26	31
Amillepora13504	chr12	6429454	6436816	+	7363	2	3	1	7	0	0	0	2	0	1	0	0	0	0	0	0	1	1	1	0
Amillepora13505	chr12	6437191	6437541	+	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13506	chr12	6439584	6440084	+	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13507	chr12	6470838	6471689	-	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13503	chr12	6397554	6398235	-	682	1	8	2	3	3	0	2	5	6	4	5	2	2	0	2	5	0	1	1	0
Amillepora13511	chr12	6510926	6511711	+	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13515	chr12	6562137	6564307	+	2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13508	chr12	6492312	6493124	+	813	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0
Amillepora13510	chr12	6504368	6504775	+	408	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora13514	chr12	6542149	6564605	-	22457	7	19	12	5	1	1	16	9	12	6	7	6	3	4	4	21	3	5	8	3
Amillepora13513	chr12	6537260	6539402	-	2143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13509	chr12	6494106	6495045	-	940	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora13518	chr12	6602422	6603279	+	858	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora13519	chr12	6611486	6620348	-	8863	0	6	10	3	4	0	7	6	6	1	0	3	0	3	2	3	1	0	7	2
Amillepora13521	chr12	6626203	6630663	-	4461	0	1	2	1	1	0	1	1	0	0	2	0	0	7	7	1	1	0	0	0
Amillepora13520	chr12	6620583	6624176	-	3594	1	0	2	2	0	0	0	1	0	2	1	0	0	1	0	0	1	0	2	0
Amillepora13525	chr12	6691989	6716561	+	24573	780	796	846	878	427	311	679	671	247	529	454	896	327	586	314	764	466	489	440	425
Amillepora13527	chr12	6729455	6746503	+	17049	562	816	772	531	320	382	485	404	266	390	651	600	319	384	227	579	365	627	487	360
Amillepora13526	chr12	6719298	6721340	-	2043	11	7	19	24	16	13	18	19	2	27	17	26	12	9	5	11	7	5	6	6
Amillepora13524	chr12	6669864	6691377	-	21514	63	76	75	106	56	36	70	62	26	44	46	70	39	46	26	66	23	58	60	27
Amillepora13528	chr12	6748993	6756591	-	7599	491	762	989	851	302	159	374	687	148	604	326	567	206	395	169	672	247	284	476	178
Amillepora13531	chr12	6772896	6786806	-	13911	5655	5010	6396	5181	3111	2266	3506	5463	1886	4091	4540	4143	2282	3347	1671	4498	2985	3139	2930	2691
Amillepora13530	chr12	6767411	6768922	-	1512	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0
Amillepora13522	chr12	6636026	6637784	-	1759	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
Amillepora13529	chr12	6758194	6762222	-	4029	229	319	397	409	160	62	176	225	73	272	131	257	87	194	51	318	107	137	210	83
Amillepora13537	chr12	6851425	6852748	+	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13538	chr12	6864980	6866438	+	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13540	chr12	6868330	6869367	+	1038	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora13533	chr12	6803307	6806724	-	3418	796	55	206	473	222	46	273	815	101	160	30	386	243	89	91	212	101	205	83	133
Amillepora13534	chr12	6808559	6819800	-	11242	56	3	14	14	25	2	13	47	17	13	10	58	8	5	8	14	4	19	7	14
Amillepora13535	chr12	6843390	6846966	-	3577	39	6	11	15	2	0	8	18	8	7	0	17	5	3	6	6	9	5	5	11
Amillepora13539	chr12	6866806	6867348	+	543	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13543	chr12	6925828	6926208	+	381	10	8	2	4	5	2	8	2	11	4	6	8	0	9	2	5	2	10	6	1
Amillepora13544	chr12	6947962	6948513	-	552	0	0	2	1	1	0	1	0	1	0	1	0	0	0	0	0	2	0	1	0
Amillepora13542	chr12	6894387	6912492	-	18106	33	84	63	74	29	13	30	30	20	33	33	32	27	50	11	57	43	48	46	28
Amillepora13545	chr12	6966643	6975830	+	9188	23	13	7	12	4	3	8	7	12	6	3	1	1	4	4	12	3	1	5	1
Amillepora13547	chr12	7004800	7014375	+	9576	107	115	115	114	64	27	54	162	31	69	57	98	62	77	42	60	79	110	80	51
Amillepora13549	chr12	7025812	7041210	-	15399	85	131	115	64	48	20	56	57	66	60	65	29	32	30	15	36	33	64	66	41
Amillepora13548	chr12	7016013	7025000	-	8988	29	21	48	39	17	28	27	22	28	12	15	13	2	9	1	10	39	25	8	12
Amillepora13546	chr12	6990941	7004781	-	13841	329	369	227	307	151	47	190	239	84	140	163	227	124	201	85	178	192	296	253	152
Amillepora13551	chr12	7055607	7071376	-	15770	7	14	6	6	3	2	5	7	7	5	8	7	1	1	1	0	4	3	5	6
Amillepora13550	chr12	7049658	7053545	-	3888	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Amillepora13555	chr12	7123220	7165614	+	42395	385	418	428	381	181	67	210	251	162	308	257	287	142	173	111	281	162	214	183	140
Amillepora13556	chr12	7168540	7180438	+	11899	616	838	800	479	490	187	499	401	185	494	353	319	365	251	94	243	198	588	283	467
Amillepora13554	chr12	7080588	7103660	-	23073	701	666	1036	2819	1126	237	2567	796	246	461	399	1838	377	1441	463	2150	411	1051	734	777
Amillepora13557	chr12	7184529	7185563	+	1035	0	0	0	2	0	2	0	1	0	0	2	3	1	1	0	0	0	0	1	0
Amillepora13559	chr12	7200773	7207052	+	6280	251	240	250	293	163	121	210	158	65	233	161	235	95	147	57	257	150	187	156	126
Amillepora13561	chr12	7212691	7220821	+	8131	2	3	11	20	2	3	4	7	3	6	2	10	2	5	0	7	5	5	12	1
Amillepora13564	chr12	7262292	7263485	-	1194	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13562	chr12	7218920	7247629	-	28710	8	17	13	18	13	1	11	20	7	2	27	11	7	10	7	21	4	8	8	5
Amillepora13558	chr12	7186975	7200633	-	13659	210	292	223	221	144	87	164	171	111	152	161	194	77	134	47	182	97	155	115	102
Amillepora13563	chr12	7257541	7259340	+	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13569	chr12	7316714	7327700	+	10987	319	270	371	335	174	137	191	237	109	249	178	300	111	134	73	248	129	199	179	121
Amillepora13570	chr12	7331394	7338389	+	6996	49	47	88	54	40	19	37	50	15	34	38	36	27	44	18	33	31	37	33	24
Amillepora13568	chr12	7296927	7300508	+	3582	80	8	45	32	6	6	5	6	7	37	26	23	6	22	2	16	14	37	14	9
Amillepora13566	chr12	7292270	7293460	+	1191	0	3	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	1
Amillepora13582	chr12	7433959	7434549	+	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13579	chr12	7427231	7427806	+	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13581	chr12	7432597	7433232	+	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13577	chr12	7395686	7398114	+	2429	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Amillepora13585	chr12	7444885	7445544	+	660	11	3	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
Amillepora13573	chr12	7363320	7383464	+	20145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13575	chr12	7384882	7393277	+	8396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13583	chr12	7440777	7442487	+	1711	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Amillepora13580	chr12	7431940	7432578	+	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13572	chr12	7340210	7394718	-	54509	111	126	135	157	55	24	55	98	52	78	135	95	53	57	43	106	61	89	68	42
Amillepora13584	chr12	7442963	7444590	+	1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13578	chr12	7400059	7401135	+	1077	0	2	3	4	1	0	2	2	0	3	2	2	0	1	1	4	3	0	2	1
Amillepora13590	chr12	7508463	7509146	+	684	5	17	16	20	3	9	13	11	3	7	8	8	4	1	2	5	6	15	10	6
Amillepora13591	chr12	7509327	7510586	-	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Amillepora13592	chr12	7517544	7518303	+	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13593	chr12	7518620	7520693	+	2074	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13601	chr12	7748577	7750910	+	2334	0	7	1	2	0	0	0	2	1	0	0	2	1	4	0	2	0	0	0	0
Amillepora13598	chr12	7702129	7702593	+	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13595	chr12	7667089	7668699	-	1611	0	0	0	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Amillepora13604	chr12	7771012	7775423	-	4412	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13603	chr12	7769247	7771004	-	1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13602	chr12	7765299	7769181	-	3883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13613	chr12	7878764	7881242	+	2479	0	0	9	1	2	1	9	1	1	0	0	9	1	9	1	4	0	2	4	0
Amillepora13605	chr12	7790504	7804427	+	13924	5	4	5	6	5	1	2	12	3	3	1	2	0	2	0	4	2	5	4	1
Amillepora13610	chr12	7848117	7848920	+	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13611	chr12	7849975	7854442	+	4468	2	1	2	0	0	1	1	0	0	2	1	2	1	0	1	1	1	1	1	0
Amillepora13606	chr12	7812181	7813672	+	1492	4	7	5	0	1	0	0	1	2	0	0	4	0	3	0	1	0	1	1	1
Amillepora13608	chr12	7832408	7840400	+	7993	0	1	3	2	0	3	1	2	0	0	0	3	1	5	0	2	0	1	1	0
Amillepora13609	chr12	7846463	7847724	+	1262	3	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	1	0	1	0
Amillepora13614	chr12	7883488	7889740	-	6253	1	5	11	13	0	1	2	3	16	2	2	4	8	14	0	10	0	0	7	8
Amillepora13612	chr12	7868588	7876832	-	8245	15	4	11	12	13	12	12	8	2	9	5	9	3	13	2	7	3	7	3	1
Amillepora13607	chr12	7822973	7824736	-	1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13617	chr12	7959299	7962429	+	3131	8	8	11	6	2	0	3	8	1	5	2	7	3	8	1	8	6	7	7	2
Amillepora13615	chr12	7919449	7920510	+	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13616	chr12	7922052	7923098	+	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13618	chr12	7970448	7971866	-	1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Amillepora13620	chr12	8042480	8071114	-	28635	18	37	14	16	10	8	17	13	18	10	12	9	14	7	6	12	12	16	18	8
Amillepora13627	chr12	8153109	8155759	+	2651	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Amillepora13629	chr12	8169490	8170878	-	1389	2	2	0	0	1	0	3	1	0	3	2	0	0	0	0	0	0	1	0	0
Amillepora13626	chr12	8142361	8146263	-	3903	66	32	92	40	54	35	85	103	24	97	41	119	22	56	23	47	38	43	58	13
Amillepora13624	chr12	8116747	8141283	-	24537	76	71	86	90	43	27	57	56	25	55	48	54	20	38	26	51	38	48	50	37
Amillepora13622	chr12	8084540	8101523	-	16984	50	73	59	67	37	21	42	49	12	44	45	48	22	34	8	44	38	41	34	27
Amillepora13633	chr12	8205755	8206875	+	1121	966	887	1180	813	678	550	626	485	397	722	699	1079	480	509	166	670	445	723	463	515
Amillepora13640	chr12	8266837	8272237	+	5401	6	2	2	19	2	0	0	3	1	1	3	1	0	1	0	0	0	6	5	1
Amillepora13638	chr12	8256745	8257350	-	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13634	chr12	8207364	8208908	-	1545	4	1	2	3	1	0	1	2	1	0	2	1	1	0	2	0	0	0	2	0
Amillepora13639	chr12	8258411	8260526	-	2116	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Amillepora13635	chr12	8212160	8231727	-	19568	72	51	68	68	32	18	29	41	30	44	32	65	12	41	22	54	47	32	38	21
Amillepora13631	chr12	8187800	8203168	-	15369	239	289	422	334	120	51	249	215	101	191	142	272	105	173	75	229	121	126	218	85
Amillepora13645	chr12	8327317	8330416	+	3100	14	5	7	6	4	6	10	8	2	30	11	8	4	10	13	33	21	54	9	1
Amillepora13647	chr12	8337438	8362125	+	24688	37	36	58	55	36	11	34	36	18	26	23	26	10	19	12	48	31	60	33	17
Amillepora13642	chr12	8286416	8286904	-	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13643	chr12	8287296	8294930	-	7635	1	3	4	1	1	0	6	2	0	3	2	0	0	1	1	0	0	3	0	1
Amillepora13644	chr12	8318966	8320254	+	1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13651	chr12	8481024	8481776	+	753	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0
Amillepora13648	chr12	8440215	8441938	-	1724	2	1	2	1	0	0	3	2	0	1	1	0	0	1	0	3	1	2	0	1
Amillepora13649	chr12	8454355	8463686	-	9332	7	7	3	6	2	3	4	14	4	5	3	8	3	3	0	4	3	1	4	0
Amillepora13664	chr12	8575296	8576327	+	1032	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13663	chr12	8570834	8571989	+	1156	1	0	4	9	4	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0
Amillepora13662	chr12	8565513	8568116	-	2604	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	3	0
Amillepora13665	chr12	8576962	8577849	-	888	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13659	chr12	8537324	8540143	-	2820	0	2	0	0	1	0	0	2	0	0	0	1	0	0	1	0	1	0	1	0
Amillepora13652	chr12	8485898	8497541	+	11644	34	52	37	21	17	23	18	20	18	22	22	10	3	12	2	15	7	14	9	7
Amillepora13668	chr12	8610532	8611650	+	1119	4	0	7	11	0	0	1	0	7	6	2	1	0	3	0	7	5	7	0	1
Amillepora13669	chr12	8614805	8615527	+	723	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13679	chr12	8663839	8665218	+	1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora13672	chr12	8638604	8640160	+	1557	0	0	0	0	2	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0
Amillepora13676	chr12	8654686	8655708	+	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13674	chr12	8642234	8645351	+	3118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13678	chr12	8663144	8663668	+	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13675	chr12	8654007	8654621	+	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora13670	chr12	8617189	8618963	-	1775	2	4	3	1	1	0	0	0	0	2	0	6	0	1	1	2	1	1	1	1
Amillepora13667	chr12	8603296	8606847	-	3552	9	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0
