amillepora00632 069l
amillepora13765 gba3-2
amillepora13785 gba3-3
amillepora13787 gba3-4
amillepora33791 gbb2
amillepora21398 gbf1
amillepora00980 gbg11
amillepora14296 gbg7
amillepora20865 gbp3
amillepora09605 gbp4
amillepora10022 gbp4-2
amillepora10012 gbp6
amillepora10013 gbp6-2
amillepora10015 gbp6-3
amillepora20864 gbp6-4
amillepora10021 gbp7
amillepora06962 gbph
amillepora07131 gbph-2
amillepora37283 gbph-3
amillepora06558 gbra5
amillepora05772 gbra6
amillepora06559 gbra6-2
amillepora17060 gbra6-3
amillepora17066 gbra6-4
amillepora17067 gbra6-5
amillepora12825 gbrb1
amillepora17068 gbrb1-2
amillepora24421 gbrb1-3
amillepora29522 gbrb1-4
amillepora29523 gbrb1-5
amillepora29525 gbrb1-6
amillepora05771 gbrb2
amillepora05996 gbrb2-2
amillepora12824 gbrb2-3
amillepora05774 gbrb3
amillepora26255 gbrb3-2
amillepora01209 gbrd
amillepora17064 gbrd-2
amillepora14807 gbrg1
amillepora30467 gbrg1-2
amillepora17062 gbrg2
amillepora04858 gbrg3
amillepora17069 gbrg3-2
amillepora23344 gbrg3-3
amillepora09008 gbrl2
amillepora00049 gbrr1
amillepora17061 gbrr1-2
amillepora18068 gbrr1-3
amillepora00952 gbrr2
amillepora06002 gbrr2-2
amillepora06003 gbrr2-3
amillepora20269 gbrr2-4
amillepora36441 gbrr3
amillepora05589 gbx1
amillepora01205 gbx2
amillepora01206 gbx2-2
amillepora13294 gcc1
amillepora24292 gcc2
amillepora25281 gcdh
amillepora15174 gch1
amillepora28446 gch3
amillepora21837 gckr
amillepora21838 gckr-2
amillepora16233 gcm1
amillepora32639 gcm2
amillepora24944 gcn1
amillepora32220 gcnt1
amillepora03156 gcnt3
amillepora03158 gcnt3-2
amillepora33908 gcnt3-3
amillepora33907 gcnt4
amillepora05436 gcp2
amillepora31360 gcp3
amillepora31365 gcp3-2
amillepora31370 gcp3-3
amillepora27328 gcp4
amillepora20596 gcp5
amillepora18011 gcp6
amillepora15457 gcp60
amillepora10590 gcsh
amillepora26105 gcsp
amillepora17091 gcst
amillepora08069 gcyb1
amillepora10444 gcyb1-2
amillepora12963 gcyb1-3
amillepora10449 gcyb2
amillepora20079 gdap2
amillepora20773 gdc
amillepora21407 gdc-2
amillepora33703 gde
amillepora07926 gde1
amillepora16495 gde1-2
amillepora23268 gde1-3
amillepora23269 gde1-4
amillepora09958 gdf10
amillepora25071 gdf11
amillepora20524 gdf6
amillepora11033 gdf8
amillepora12366 gdf8-2
amillepora16923 gdib
amillepora14297 gdir1
amillepora14299 gdir1-2
amillepora20325 gdo2
amillepora24882 gdpd1
amillepora32295 gdpd1-2
amillepora32297 gdpd1-3
amillepora22086 gdpp1
amillepora26614 gds1
amillepora15454 gela
amillepora16453 gela-2
amillepora12977 gels
amillepora22013 gemi
amillepora03119 gemi2
amillepora00153 gemi4
amillepora06373 gemi5
amillepora06406 gemi5-2
amillepora15087 gemi6
amillepora15113 gemi6-2
amillepora06534 gemi8
amillepora29730 gen
amillepora29757 gen-2
amillepora16333 geph
amillepora19734 get1
amillepora28317 get1-2
amillepora26055 get3
amillepora13774 get4
amillepora01141 gfi1
amillepora01095 gfi1b
amillepora01096 gfi1b-2
amillepora05350 gfod1
amillepora27899 gfod2
amillepora09601 gfpt2
amillepora15360 gfrp
amillepora15361 gfrp-2
amillepora10706 gg6l1
amillepora19488 gg6l1-2
amillepora14202 gga1
amillepora15009 gga1-2
amillepora11586 ggact
amillepora25753 ggct
amillepora12911 ggh
amillepora12914 ggh-2
amillepora14238 ggh-3
amillepora14240 ggh-4
amillepora14977 ggh-5
amillepora14978 ggh-6
amillepora10007 gglo
amillepora30005 gglo-2
amillepora23186 ggnb2
amillepora28546 ggpps
amillepora04890 ggt1
amillepora04891 ggt1-2
amillepora12928 ggt1-3
amillepora15205 ggt1-4
amillepora23187 ggt1-5
amillepora23190 ggt1-6
amillepora23377 ggt1-7
amillepora23378 ggt1-8
amillepora23380 ggt1-9
amillepora23381 ggt1-10
amillepora23382 ggt1-11
amillepora23384 ggt1-12
amillepora23386 ggt1-13
amillepora20002 ggt2
amillepora18825 ggyf2
amillepora05298 ghc2
amillepora07684 ghdc
amillepora10984 ghdc-2
amillepora21525 ghitm
amillepora15625 ghrb
amillepora06581 ghsr
amillepora14842 gid4
amillepora09048 gilt
amillepora09049 gilt-2
amillepora25573 gima4
amillepora25580 gima4-2
amillepora25658 gima4-3
amillepora25661 gima4-4
amillepora25670 gima4-5
amillepora25672 gima4-6
amillepora25679 gima4-7
amillepora00238 gin1
amillepora01811 gin1-2
amillepora01881 gin1-3
amillepora02379 gin1-4
amillepora03555 gin1-5
amillepora03853 gin1-6
amillepora03856 gin1-7
amillepora04260 gin1-8
amillepora04284 gin1-9
amillepora06061 gin1-10
amillepora07004 gin1-11
amillepora07181 gin1-12
amillepora07351 gin1-13
amillepora07610 gin1-14
amillepora09169 gin1-15
amillepora09539 gin1-16
amillepora09854 gin1-17
amillepora10968 gin1-18
amillepora11757 gin1-19
amillepora11771 gin1-20
amillepora12108 gin1-21
amillepora12264 gin1-22
amillepora12399 gin1-23
amillepora13616 gin1-24
amillepora13700 gin1-25
amillepora13893 gin1-26
amillepora15618 gin1-27
amillepora16282 gin1-28
amillepora17383 gin1-29
amillepora18313 gin1-30
amillepora18634 gin1-31
amillepora19064 gin1-32
amillepora19119 gin1-33
amillepora19200 gin1-34
amillepora19267 gin1-35
amillepora19935 gin1-36
amillepora21805 gin1-37
amillepora21857 gin1-38
amillepora21863 gin1-39
amillepora23898 gin1-40
amillepora24075 gin1-41
amillepora24120 gin1-42
amillepora25630 gin1-43
amillepora25666 gin1-44
amillepora25700 gin1-45
amillepora25918 gin1-46
amillepora26891 gin1-47
amillepora27881 gin1-48
amillepora27911 gin1-49
amillepora28298 gin1-50
amillepora28736 gin1-51
amillepora29287 gin1-52
amillepora29300 gin1-53
amillepora30150 gin1-54
amillepora30191 gin1-55
amillepora30518 gin1-56
amillepora31024 gin1-57
amillepora31134 gin1-58
amillepora31380 gin1-59
amillepora31491 gin1-60
amillepora32246 gin1-61
amillepora32367 gin1-62
amillepora32455 gin1-63
amillepora32688 gin1-64
amillepora32769 gin1-65
amillepora32786 gin1-66
amillepora32873 gin1-67
amillepora32959 gin1-68
amillepora33719 gin1-69
amillepora33855 gin1-70
amillepora33887 gin1-71
amillepora33995 gin1-72
amillepora34254 gin1-73
amillepora34332 gin1-74
amillepora34422 gin1-75
amillepora34864 gin1-76
amillepora34901 gin1-77
amillepora35583 gin1-78
amillepora35759 gin1-79
amillepora35879 gin1-80
amillepora35882 gin1-81
amillepora36064 gin1-82
amillepora36087 gin1-83
amillepora36287 gin1-84
amillepora36390 gin1-85
amillepora36452 gin1-86
amillepora36861 gin1-87
amillepora37845 gin1-88
amillepora32426 gipc1
amillepora32447 gipc1-2
amillepora05538 gis2
amillepora14963 gis2-2
amillepora18915 gis2-3
amillepora31440 gis2-4
amillepora31464 gis2-5
amillepora33082 gis2-6
amillepora33205 gis2-7
amillepora37707 gis2-8
amillepora30001 git2
amillepora01993 gkap1
amillepora08043 gkn2
amillepora08045 gkn2-2
amillepora08383 gkn2-3
amillepora24956 gl1d1
amillepora23956 glbl2
amillepora24723 glbl2-2
amillepora27000 glbl2-3
amillepora33107 glbl2-4
amillepora33284 glbl3
amillepora19333 glce
amillepora19334 glce-2
amillepora08032 glctk
amillepora03078 gld2
amillepora19460 gld2-2
amillepora19553 gld2-3
amillepora19555 gld2-4
amillepora27373 gldsa
amillepora16217 gle1
amillepora14813 glga
amillepora09562 glgb
amillepora15857 glh3
amillepora17393 glh3-2
amillepora12224 gli1
amillepora13477 glip1
amillepora06377 glis2
amillepora25344 glis3
amillepora00174 glmn
amillepora02532 glmp
amillepora16502 glmu
amillepora25131 glna
amillepora14344 glo2
amillepora14356 glo2-2
amillepora31362 glo2-3
amillepora22435 glod4
amillepora07323 glod5
amillepora24301 glpk3
amillepora25734 glpk5
amillepora02618 glr1
amillepora29058 glr31
amillepora24420 glra1
amillepora05997 glra2
amillepora05999 glra2-2
amillepora24570 glra2-3
amillepora26256 glra2-4
amillepora32279 glra2-5
amillepora05998 glra3
amillepora06000 glra3-2
amillepora30466 glra3-3
amillepora04856 glrb
amillepora32278 glrb-2
amillepora08002 glrx2
amillepora17975 glrx2-2
amillepora03719 glrx3
amillepora20518 glsl
amillepora35997 glt10
amillepora07394 glt11
amillepora08348 glt11-2
amillepora14117 glt11-3
amillepora12793 glt13
amillepora23210 gltp
amillepora20421 glu2b
amillepora20432 glu2b-2
amillepora32107 glu2b-3
amillepora04356 glucm
amillepora32624 glucm-2
amillepora09414 glyg
amillepora24481 glyg2
amillepora08560 glym
amillepora14150 glym-2
amillepora04674 gmcl1
amillepora08820 gmds
amillepora07509 gmfg
amillepora26841 gmppa
amillepora18400 gmppb
amillepora10796 gmpr2
amillepora15017 gna1
amillepora37978 gna13
amillepora08375 gnai1
amillepora08870 gnao
amillepora05225 gnaq
amillepora12937 gnas1
amillepora08650 gnas2
amillepora05688 gnat2
amillepora24966 gnb1l
amillepora01278 gnb5
amillepora01288 gnb5-2
amillepora24318 gngf
amillepora00837 gnl1
amillepora15435 gnl1-2
amillepora17711 gnl3l
amillepora24682 gnl3l-2
amillepora16446 gnmt
amillepora16448 gnmt-2
amillepora16449 gnmt-3
amillepora16575 gnpat
amillepora16632 gnpat-2
amillepora08467 gnpi1
amillepora16080 gnpta
amillepora06160 gnptg
amillepora03023 gntk
amillepora03039 gntk-2
amillepora24726 go45
amillepora01030 gog7b
amillepora01468 goga1
amillepora03202 goga2
amillepora20424 goga3
amillepora20429 goga3-2
amillepora22318 goga3-3
amillepora12802 goga4
amillepora16248 goga5
amillepora32919 goli4
amillepora01417 golm1
amillepora01418 golm1-2
amillepora02842 golp3
amillepora27325 gon4l
amillepora19585 gopc
amillepora23247 gor
amillepora00857 gorab
amillepora00915 gorab-2
amillepora27522 gors2
amillepora06279 gosr1
amillepora27366 gosr2
amillepora13559 got1b
amillepora29291 gp101
amillepora34719 gp101-2
amillepora01392 gp107
amillepora00112 gp152
amillepora14734 gp155
amillepora05110 gp157
amillepora05111 gp157-2
amillepora05126 gp157-3
amillepora05188 gp157-4
amillepora19724 gp157-5
amillepora23872 gp157-6
amillepora23874 gp157-7
amillepora08604 gp158
amillepora09429 gp158-2
amillepora09430 gp158-3
amillepora21294 gp158-4
amillepora21295 gp158-5
amillepora21481 gp158-6
amillepora00670 gp161
amillepora01781 gp161-2
amillepora24712 gp180
amillepora05841 gp2
amillepora05845 gp2-2
amillepora05846 gp2-3
amillepora05850 gp2-4
amillepora05852 gp2-5
amillepora20905 gp2-6
amillepora20924 gp2-7
amillepora20927 gp2-8
amillepora20937 gp2-9
amillepora29152 gp2-10
amillepora29153 gp2-11
amillepora03625 gpaa1
amillepora24749 gpam1
amillepora14774 gpan1
amillepora04334 gpat1
amillepora05686 gpat3
amillepora24112 gpc4
amillepora24111 gpc5
amillepora08527 gpda
amillepora28030 gpdm
amillepora33549 gphb5
amillepora00118 gphra
amillepora00175 gpi8
amillepora04103 gpkow
amillepora07773 gpm6a
amillepora05833 gpmi
amillepora14318 gpn1
amillepora20306 gpn2
amillepora18189 gpn3
amillepora24958 gpr45
amillepora32908 gpr52
amillepora13070 gpr63
amillepora22532 gps2
amillepora18774 gpsm1
amillepora00743 gpsm2
amillepora05890 gpsm2-2
amillepora05894 gpsm2-3
amillepora18969 gpsm2-4
amillepora25930 gpsm2-5
amillepora26228 gpsm2-6
amillepora26235 gpsm2-7
amillepora33447 gpsm2-8
amillepora23483 gpt
amillepora00424 gpt11
amillepora00453 gpt11-2
amillepora16537 gpt11-3
amillepora29504 gptc1
amillepora03864 gptc2
amillepora22373 gptc3
amillepora10267 gptc4
amillepora12877 gptc8
amillepora09627 gpx1
amillepora31899 gpx1-2
amillepora33311 gpx4
amillepora13179 gpx5
amillepora30878 gpx7
amillepora30903 gpx7-2
amillepora16898 gram4
amillepora18352 grap1
amillepora00984 grap2
amillepora27037 grap2-2
amillepora27046 grap2-3
amillepora27052 grap2-4
amillepora27060 grap2-5
amillepora36134 grap2-6
amillepora36136 grap2-7
amillepora19545 grapl
amillepora27939 grasp
amillepora04233 grb10
amillepora12896 grb10-2
amillepora14076 grb10-3
amillepora06319 grb1l
amillepora18515 grb1l-2
amillepora18516 grb1l-3
amillepora18518 grb1l-4
amillepora18521 grb1l-5
amillepora18523 grb1l-6
amillepora27563 grb1l-7
amillepora37429 grb1l-8
amillepora14399 grb2
amillepora14413 grb2-2
amillepora10912 grcr1
amillepora14111 grd2i
amillepora14112 grd2i-2
amillepora14114 grd2i-3
amillepora04357 grdn
amillepora04361 grdn-2
amillepora04797 grdp1
amillepora22607 grdp1-2
amillepora22615 grdp2
amillepora20147 gre1
amillepora26064 grem2
amillepora10466 grhl1
amillepora07303 grhl2
amillepora09687 grhpr
amillepora16189 grhpr-2
amillepora21506 gria1
amillepora09553 gria2
amillepora09604 gria2-2
amillepora21499 gria2-3
amillepora21505 gria2-4
amillepora21510 gria2-5
amillepora21512 gria2-6
amillepora21516 gria2-7
amillepora22672 gria2-8
amillepora19667 gria3
amillepora21504 gria3-2
amillepora22673 gria3-3
amillepora09554 gria4
amillepora21523 gria4-2
amillepora22661 gria4-3
amillepora21498 grik1
amillepora21500 grik1-2
amillepora21502 grik1-3
amillepora09552 grik2
amillepora19668 grik2-2
amillepora19680 grik2-3
amillepora19682 grik2-4
amillepora21497 grik2-5
amillepora22671 grik2-6
amillepora29578 grik2-7
amillepora09662 grik3
amillepora19660 grik3-2
amillepora19661 grik3-3
amillepora19665 grik3-4
amillepora19666 grik3-5
amillepora19672 grik3-6
amillepora19679 grik3-7
amillepora21517 grik3-8
amillepora21503 grik4
amillepora26597 grip1
amillepora07017 grk4
amillepora03392 grk5
amillepora03460 grk5-2
amillepora26483 grl1a
amillepora36560 grlp
amillepora25394 grlq
amillepora25397 grlq-2
amillepora29536 grlq-3
amillepora19588 grm1
amillepora00331 grm2
amillepora00288 grm3
amillepora03884 grm3-2
amillepora18805 grm3-3
amillepora24227 grm3-4
amillepora18806 grm4
amillepora20123 grm4-2
amillepora20129 grm4-3
amillepora24229 grm4-4
amillepora32578 grm4-5
amillepora20053 grm7
amillepora20406 grm7-2
amillepora33774 grm8
amillepora37757 grm8-2
amillepora06894 grn
amillepora06896 grn-2
amillepora10688 grn-3
amillepora11188 grn-4
amillepora14615 grn-5
amillepora14634 grn-6
amillepora36949 grn-7
amillepora25166 grp3
amillepora25177 grp3-2
amillepora03733 grp75
amillepora00140 grpe1
amillepora05382 grre1
amillepora24745 grtp1
amillepora00975 grwd1
amillepora06811 gsap
amillepora27396 gsc
amillepora35589 gsc-2
amillepora28820 gse1
amillepora20473 gsh1
amillepora08961 gshb
amillepora10594 gshb-2
amillepora24216 gshr
amillepora24675 gsk3b
amillepora27031 gsk3b-2
amillepora27036 gsk3b-3
amillepora27042 gsk3b-4
amillepora27059 gsk3b-5
amillepora04549 gskip
amillepora08652 gslg1
amillepora00558 gsox3
amillepora34110 gsta2
amillepora18850 gstk1
amillepora16872 gstm3
amillepora14338 gsto1
amillepora14363 gsto1-2
amillepora19997 gsto1-3
amillepora19998 gsto1-4
amillepora21296 gstp1
amillepora21299 gstp1-2
amillepora29425 gstp1-3
amillepora34111 gstp1-4
amillepora33643 gstt4
amillepora07226 gsx1
amillepora13479 gt251
amillepora21435 gt2d1
amillepora11711 gtdc1
amillepora11722 gtdc1-2
amillepora14087 gtpb1
amillepora16506 gtpb2
amillepora10350 gtpb6
amillepora06904 gtpb8
amillepora11954 gtpba
amillepora09801 gtr12
amillepora18186 gtr12-2
amillepora22272 gtr12-3
amillepora19140 gtr3
amillepora09408 gtr6
amillepora09413 gtr6-2
amillepora09406 gtr8
amillepora09407 gtr8-2
amillepora09409 gtr8-3
amillepora09410 gtr8-4
amillepora09411 gtr8-5
amillepora09416 gtr8-6
amillepora16856 gtsc1
amillepora16985 gtse1
amillepora05360 gtsf1
amillepora07360 gtsf1-2
amillepora18815 guaa
amillepora26829 guc2f
amillepora24984 gucd1
amillepora07905 guf1
amillepora21882 gulp1
amillepora10675 guni
amillepora19386 gvin1
amillepora10104 gwl
amillepora21915 gxlt1
amillepora33122 gxn
amillepora12612 gxn2
amillepora23205 gxn2-2
amillepora12966 gys1
amillepora09107 h10
amillepora09109 h10-2
amillepora09111 h10-3
amillepora25278 h10-4
amillepora19175 h1bp3
amillepora06943 h2a1a
amillepora09108 h2a1a-2
amillepora09110 h2a1a-3
amillepora13709 h2a1a-4
amillepora13753 h2a1a-5
amillepora13793 h2a1a-6
amillepora23793 h2a1a-7
amillepora23795 h2a1a-8
amillepora30956 h2a1a-9
amillepora34588 h2a1a-10
amillepora03420 h2a2b
amillepora03429 h2a2b-2
amillepora09106 h2a2b-3
amillepora34580 h2a2c
amillepora36059 h2a2c-2
amillepora36060 h2a2c-3
amillepora13938 h2ax
amillepora32638 h2ay
amillepora21657 h2az
amillepora35819 h2bwt
amillepora32097 h3y2
amillepora16087 haaf
amillepora21585 hacd2
amillepora16712 hacd3
amillepora36008 hacd3-2
amillepora08132 hace1
amillepora16736 hace1-2
amillepora11067 hacl1
amillepora09566 hacl2
amillepora08075 hand2
amillepora08076 hand2-2
amillepora30221 hap1
amillepora16197 hap2
amillepora36007 hap40
amillepora00241 harb1
amillepora00543 harb1-2
amillepora02065 harb1-3
amillepora02084 harb1-4
amillepora02630 harb1-5
amillepora04228 harb1-6
amillepora04263 harb1-7
amillepora06350 harb1-8
amillepora06884 harb1-9
amillepora07190 harb1-10
amillepora07270 harb1-11
amillepora09644 harb1-12
amillepora09890 harb1-13
amillepora10574 harb1-14
amillepora11182 harb1-15
amillepora11330 harb1-16
amillepora11527 harb1-17
amillepora11619 harb1-18
amillepora11620 harb1-19
amillepora11625 harb1-20
amillepora11678 harb1-21
amillepora13651 harb1-22
amillepora13665 harb1-23
amillepora13670 harb1-24
amillepora13754 harb1-25
amillepora13839 harb1-26
amillepora13845 harb1-27
amillepora13929 harb1-28
amillepora13946 harb1-29
amillepora14118 harb1-30
amillepora14932 harb1-31
amillepora15332 harb1-32
amillepora15405 harb1-33
amillepora15611 harb1-34
amillepora17059 harb1-35
amillepora17120 harb1-36
amillepora17234 harb1-37
amillepora18611 harb1-38
amillepora18629 harb1-39
amillepora18677 harb1-40
amillepora18724 harb1-41
amillepora18910 harb1-42
amillepora19259 harb1-43
amillepora19306 harb1-44
amillepora19489 harb1-45
amillepora21501 harb1-46
amillepora21643 harb1-47
amillepora21789 harb1-48
amillepora21810 harb1-49
amillepora22783 harb1-50
amillepora22898 harb1-51
amillepora23184 harb1-52
amillepora23454 harb1-53
amillepora23533 harb1-54
amillepora23744 harb1-55
amillepora23918 harb1-56
amillepora23985 harb1-57
amillepora24187 harb1-58
amillepora24854 harb1-59
amillepora25629 harb1-60
amillepora25796 harb1-61
amillepora25806 harb1-62
amillepora25892 harb1-63
amillepora26409 harb1-64
amillepora26434 harb1-65
amillepora26442 harb1-66
amillepora27630 harb1-67
amillepora27635 harb1-68
amillepora27737 harb1-69
amillepora27803 harb1-70
amillepora28081 harb1-71
amillepora28190 harb1-72
amillepora28231 harb1-73
amillepora28340 harb1-74
amillepora28393 harb1-75
amillepora28472 harb1-76
amillepora28659 harb1-77
amillepora28742 harb1-78
amillepora28754 harb1-79
amillepora28786 harb1-80
amillepora28948 harb1-81
amillepora29102 harb1-82
amillepora29164 harb1-83
amillepora29170 harb1-84
amillepora29650 harb1-85
amillepora29813 harb1-86
amillepora29931 harb1-87
amillepora30099 harb1-88
amillepora30153 harb1-89
amillepora30293 harb1-90
amillepora30569 harb1-91
amillepora30646 harb1-92
amillepora30681 harb1-93
